timestamp,city,pm25,pm10,no2
2026-07-02 00:00:00,Delhi,68.0,194.2,41.2
2026-07-02 01:00:00,Delhi,72.6,197.9,36.7
2026-07-02 02:00:00,Delhi,67.8,158.8,33.4
2026-07-02 03:00:00,Delhi,61.5,122.9,32.7
2026-07-02 04:00:00,Delhi,58.9,107.3,33.2
2026-07-02 05:00:00,Delhi,61.0,129.9,33.0
2026-07-02 06:00:00,Delhi,59.1,132.7,33.0
2026-07-02 07:00:00,Delhi,60.1,132.2,32.8
2026-07-02 08:00:00,Delhi,60.8,137.4,31.2
2026-07-02 09:00:00,Delhi,58.9,134.1,27.0
2026-07-02 10:00:00,Delhi,54.1,124.8,21.4
2026-07-02 11:00:00,Delhi,50.5,112.2,16.5
2026-07-02 12:00:00,Delhi,45.3,102.7,12.6
2026-07-02 13:00:00,Delhi,39.9,89.6,9.3
2026-07-02 14:00:00,Delhi,37.3,79.9,7.6
2026-07-02 15:00:00,Delhi,37.3,85.9,7.7
2026-07-02 16:00:00,Delhi,35.6,74.5,9.5
2026-07-02 17:00:00,Delhi,34.3,95.7,11.5
2026-07-02 18:00:00,Delhi,33.6,89.4,17.8
2026-07-02 19:00:00,Delhi,35.0,76.6,26.5
2026-07-02 20:00:00,Delhi,37.1,71.2,32.9
2026-07-02 21:00:00,Delhi,38.3,66.4,35.1
2026-07-02 22:00:00,Delhi,39.5,73.3,35.1
2026-07-02 23:00:00,Delhi,41.6,89.4,34.2
2026-07-03 00:00:00,Delhi,43.0,94.3,32.9
2026-07-03 01:00:00,Delhi,45.4,99.7,30.8
2026-07-03 02:00:00,Delhi,47.8,104.8,28.2
2026-07-03 03:00:00,Delhi,46.0,80.1,24.7
2026-07-03 04:00:00,Delhi,41.1,58.7,20.8
2026-07-03 05:00:00,Delhi,21.8,26.2,15.2
2026-07-03 06:00:00,Delhi,21.4,27.7,17.0
2026-07-03 07:00:00,Delhi,23.3,31.8,19.3
2026-07-03 08:00:00,Delhi,24.6,35.5,20.1
2026-07-03 09:00:00,Delhi,27.2,49.5,17.7
2026-07-03 10:00:00,Delhi,29.3,56.5,13.8
2026-07-03 11:00:00,Delhi,31.2,56.2,11.1
2026-07-03 12:00:00,Delhi,32.4,56.8,11.1
2026-07-03 13:00:00,Delhi,33.8,70.8,12.4
2026-07-03 14:00:00,Delhi,34.9,70.8,13.7
2026-07-03 15:00:00,Delhi,38.1,99.7,13.9
2026-07-03 16:00:00,Delhi,40.6,104.8,14.1
2026-07-03 17:00:00,Delhi,45.2,87.8,15.8
2026-07-03 18:00:00,Delhi,50.1,90.6,26.5
2026-07-03 19:00:00,Delhi,57.0,94.1,41.3
2026-07-03 20:00:00,Delhi,65.4,96.2,52.1
2026-07-03 21:00:00,Delhi,66.4,95.2,55.4
2026-07-03 22:00:00,Delhi,65.7,94.5,54.8
2026-07-03 23:00:00,Delhi,63.1,90.1,52.7
2026-07-04 00:00:00,Delhi,59.4,84.1,49.1
2026-07-04 01:00:00,Delhi,56.7,79.4,44.1
2026-07-04 02:00:00,Delhi,55.5,76.4,40.2
2026-07-04 03:00:00,Delhi,54.9,73.1,39.0
2026-07-04 04:00:00,Delhi,54.6,69.6,38.8
2026-07-04 05:00:00,Delhi,54.7,66.6,37.5
2026-07-04 06:00:00,Delhi,53.6,64.5,34.1
2026-07-04 07:00:00,Delhi,48.5,63.1,29.5
2026-07-04 08:00:00,Delhi,44.1,71.7,24.5
2026-07-04 09:00:00,Delhi,38.4,53.1,18.8
2026-07-04 10:00:00,Delhi,38.8,51.2,12.6
2026-07-04 11:00:00,Delhi,37.6,72.9,8.2
2026-07-04 12:00:00,Delhi,36.8,70.1,6.4
2026-07-04 13:00:00,Delhi,36.9,60.3,6.3
2026-07-04 14:00:00,Delhi,38.6,62.2,6.9
2026-07-04 15:00:00,Delhi,41.3,61.7,7.4
2026-07-04 16:00:00,Delhi,41.7,56.9,8.6
2026-07-04 17:00:00,Delhi,42.4,55.9,12.3
2026-07-04 18:00:00,Delhi,44.8,55.8,19.9
2026-07-04 19:00:00,Delhi,49.7,57.4,29.9
2026-07-04 20:00:00,Delhi,56.8,62.9,39.4
2026-07-04 21:00:00,Delhi,66.1,70.8,48.9
2026-07-04 22:00:00,Delhi,75.2,78.7,58.0
2026-07-04 23:00:00,Delhi,76.1,79.9,62.1
2026-07-05 00:00:00,Delhi,66.4,75.2,58.0
2026-07-05 01:00:00,Delhi,58.9,73.6,48.9
2026-07-05 02:00:00,Delhi,55.5,70.5,40.3
2026-07-05 03:00:00,Delhi,51.7,64.3,33.6
2026-07-05 04:00:00,Delhi,46.7,65.7,27.3
2026-07-05 05:00:00,Delhi,40.0,44.4,22.8
2026-07-05 06:00:00,Delhi,41.8,42.8,21.3
2026-07-05 07:00:00,Delhi,45.1,45.8,21.6
2026-07-05 08:00:00,Delhi,42.3,43.2,20.6
2026-07-05 09:00:00,Delhi,36.8,38.3,16.5
2026-07-05 10:00:00,Delhi,36.8,45.8,11.2
2026-07-05 11:00:00,Delhi,39.5,45.2,7.4
2026-07-05 12:00:00,Delhi,40.3,43.9,6.4
2026-07-05 13:00:00,Delhi,39.9,42.4,6.9
2026-07-05 14:00:00,Delhi,38.3,40.7,7.9
2026-07-05 15:00:00,Delhi,39.2,42.1,9.1
2026-07-05 16:00:00,Delhi,40.3,43.7,10.7
2026-07-05 17:00:00,Delhi,40.3,47.1,12.6
2026-07-05 18:00:00,Delhi,44.0,50.1,14.8
2026-07-05 19:00:00,Delhi,43.2,46.8,17.1
2026-07-05 20:00:00,Delhi,38.3,39.2,19.1
2026-07-05 21:00:00,Delhi,38.1,38.5,20.4
2026-07-05 22:00:00,Delhi,37.0,37.4,21.3
2026-07-05 23:00:00,Delhi,34.8,35.0,22.0
2026-07-06 00:00:00,Delhi,33.4,33.6,22.2
2026-07-06 01:00:00,Delhi,33.4,33.8,22.1
2026-07-06 02:00:00,Delhi,35.3,35.5,22.6
2026-07-06 03:00:00,Delhi,37.7,38.1,24.4
2026-07-06 04:00:00,Delhi,41.0,41.2,26.8
2026-07-06 05:00:00,Delhi,43.2,45.9,28.3
2026-07-06 06:00:00,Delhi,41.7,45.6,28.7
2026-07-06 07:00:00,Delhi,39.1,43.2,28.2
2026-07-06 08:00:00,Delhi,36.0,39.9,26.2
2026-07-06 09:00:00,Delhi,36.8,63.6,21.4
2026-07-06 10:00:00,Delhi,36.7,52.4,15.0
2026-07-06 11:00:00,Delhi,39.7,51.0,10.3
2026-07-06 12:00:00,Delhi,39.9,48.1,8.5
2026-07-06 13:00:00,Delhi,37.5,43.4,8.4
2026-07-06 14:00:00,Delhi,35.2,39.8,8.9
2026-07-06 15:00:00,Delhi,34.2,38.3,8.8
2026-07-06 16:00:00,Delhi,35.3,40.5,9.4
2026-07-06 17:00:00,Delhi,35.0,46.2,13.7
2026-07-06 18:00:00,Delhi,37.3,46.4,24.6
2026-07-06 19:00:00,Delhi,46.1,53.6,39.3
2026-07-06 20:00:00,Delhi,58.2,64.7,52.4
2026-07-06 21:00:00,Delhi,65.4,72.4,63.5
2026-07-06 22:00:00,Delhi,75.0,83.4,73.1
2026-07-06 23:00:00,Delhi,83.4,92.9,76.7
2026-07-07 00:00:00,Delhi,79.4,90.3,70.3
