timestamp,city,pm25,pm10,no2
2026-09-03 00:00:00,Delhi,35.6,37.4,39.7
2026-09-03 01:00:00,Delhi,31.8,32.9,33.3
2026-09-03 02:00:00,Delhi,29.2,29.9,28.5
2026-09-03 03:00:00,Delhi,28.5,28.9,26.3
2026-09-03 04:00:00,Delhi,28.1,28.3,25.6
2026-09-03 05:00:00,Delhi,12.0,12.0,19.1
2026-09-03 06:00:00,Delhi,12.4,12.5,20.6
2026-09-03 07:00:00,Delhi,12.8,12.9,22.6
2026-09-03 08:00:00,Delhi,13.1,13.2,23.1
2026-09-03 09:00:00,Delhi,15.1,15.3,20.9
2026-09-03 10:00:00,Delhi,16.9,23.9,17.3
2026-09-03 11:00:00,Delhi,17.6,28.5,14.4
2026-09-03 12:00:00,Delhi,17.2,22.9,12.7
2026-09-03 13:00:00,Delhi,18.1,21.7,11.7
2026-09-03 14:00:00,Delhi,19.0,21.5,12.0
2026-09-03 15:00:00,Delhi,21.0,26.1,11.6
2026-09-03 16:00:00,Delhi,22.5,25.7,12.4
2026-09-03 17:00:00,Delhi,25.3,25.5,33.5
2026-09-03 18:00:00,Delhi,30.3,30.5,47.0
2026-09-03 19:00:00,Delhi,41.4,41.7,65.5
2026-09-03 20:00:00,Delhi,52.0,52.3,79.0
2026-09-03 21:00:00,Delhi,66.4,66.6,83.1
2026-09-03 22:00:00,Delhi,67.8,68.0,82.3
2026-09-03 23:00:00,Delhi,64.3,64.7,79.2
2026-09-04 00:00:00,Delhi,61.7,61.9,74.1
2026-09-04 01:00:00,Delhi,59.3,59.6,66.8
2026-09-04 02:00:00,Delhi,58.2,58.7,59.9
2026-09-04 03:00:00,Delhi,56.9,57.3,54.3
2026-09-04 04:00:00,Delhi,54.7,55.2,49.1
2026-09-04 05:00:00,Delhi,51.8,52.2,48.8
2026-09-04 06:00:00,Delhi,48.0,48.3,47.7
2026-09-04 07:00:00,Delhi,44.9,45.4,45.9
2026-09-04 08:00:00,Delhi,46.9,47.4,42.6
2026-09-04 09:00:00,Delhi,41.3,41.7,36.4
2026-09-04 10:00:00,Delhi,38.4,38.8,28.8
2026-09-04 11:00:00,Delhi,33.4,33.8,23.1
2026-09-04 12:00:00,Delhi,31.9,32.4,20.7
2026-09-04 13:00:00,Delhi,31.1,31.5,20.3
2026-09-04 14:00:00,Delhi,30.9,31.2,21.2
2026-09-04 15:00:00,Delhi,30.9,31.3,22.6
2026-09-04 16:00:00,Delhi,31.0,31.4,25.3
2026-09-04 17:00:00,Delhi,48.9,67.1,28.4
2026-09-04 18:00:00,Delhi,51.9,57.9,35.7
2026-09-04 19:00:00,Delhi,54.6,55.8,45.5
2026-09-04 20:00:00,Delhi,52.2,52.3,50.9
2026-09-04 21:00:00,Delhi,45.9,46.1,48.0
2026-09-04 22:00:00,Delhi,39.2,39.5,40.6
2026-09-04 23:00:00,Delhi,34.6,34.7,33.5
2026-09-05 00:00:00,Delhi,27.9,28.1,27.9
2026-09-05 01:00:00,Delhi,23.1,23.2,22.6
2026-09-05 02:00:00,Delhi,18.2,18.3,18.8
2026-09-05 03:00:00,Delhi,15.0,15.1,16.9
2026-09-05 04:00:00,Delhi,13.7,13.8,16.4
2026-09-05 05:00:00,Delhi,14.6,14.6,17.4
2026-09-05 06:00:00,Delhi,16.9,17.0,21.0
2026-09-05 07:00:00,Delhi,20.7,20.8,26.1
2026-09-05 08:00:00,Delhi,20.9,21.1,29.0
2026-09-05 09:00:00,Delhi,21.5,21.9,27.8
2026-09-05 10:00:00,Delhi,22.8,23.2,24.5
2026-09-05 11:00:00,Delhi,23.5,24.0,21.6
2026-09-05 12:00:00,Delhi,26.0,26.5,19.1
2026-09-05 13:00:00,Delhi,25.8,26.5,16.9
2026-09-05 14:00:00,Delhi,26.4,27.1,17.6
2026-09-05 15:00:00,Delhi,26.0,26.7,23.0
2026-09-05 16:00:00,Delhi,29.6,29.9,31.3
2026-09-05 17:00:00,Delhi,31.5,31.9,39.0
2026-09-05 18:00:00,Delhi,34.6,34.8,45.9
2026-09-05 19:00:00,Delhi,40.2,40.4,52.4
2026-09-05 20:00:00,Delhi,43.1,43.2,55.9
2026-09-05 21:00:00,Delhi,44.5,44.7,54.9
2026-09-05 22:00:00,Delhi,43.8,44.0,50.9
2026-09-05 23:00:00,Delhi,42.5,42.7,46.3
2026-09-06 00:00:00,Delhi,42.0,42.3,41.4
2026-09-06 01:00:00,Delhi,41.1,41.2,35.8
2026-09-06 02:00:00,Delhi,38.2,38.4,31.2
2026-09-06 03:00:00,Delhi,38.9,39.1,28.3
2026-09-06 04:00:00,Delhi,35.7,36.0,26.2
2026-09-06 05:00:00,Delhi,27.9,28.2,24.4
2026-09-06 06:00:00,Delhi,23.2,23.4,22.7
2026-09-06 07:00:00,Delhi,25.6,25.7,21.3
2026-09-06 08:00:00,Delhi,20.2,20.4,19.4
2026-09-06 09:00:00,Delhi,18.8,18.9,16.6
2026-09-06 10:00:00,Delhi,18.3,18.5,13.4
2026-09-06 11:00:00,Delhi,18.9,18.9,10.7
2026-09-06 12:00:00,Delhi,17.8,17.9,8.6
2026-09-06 13:00:00,Delhi,17.2,17.3,7.0
2026-09-06 14:00:00,Delhi,16.6,16.7,6.6
2026-09-06 15:00:00,Delhi,15.8,15.9,5.5
2026-09-06 16:00:00,Delhi,15.9,16.1,5.6
2026-09-06 17:00:00,Delhi,17.1,17.2,13.6
2026-09-06 18:00:00,Delhi,27.9,28.0,36.1
2026-09-06 19:00:00,Delhi,46.7,46.9,66.5
2026-09-06 20:00:00,Delhi,66.8,67.8,91.2
2026-09-06 21:00:00,Delhi,88.5,89.6,105.5
2026-09-06 22:00:00,Delhi,108.0,109.4,114.2
2026-09-06 23:00:00,Delhi,112.9,114.1,117.4
2026-09-07 00:00:00,Delhi,104.8,105.9,113.5
2026-09-07 01:00:00,Delhi,97.3,97.8,104.1
2026-09-07 02:00:00,Delhi,93.1,93.4,95.2
2026-09-07 03:00:00,Delhi,92.4,92.7,89.4
2026-09-07 04:00:00,Delhi,92.2,92.7,83.9
2026-09-07 05:00:00,Delhi,84.3,85.0,76.6
2026-09-07 06:00:00,Delhi,71.2,72.2,65.7
2026-09-07 07:00:00,Delhi,66.1,66.8,52.9
2026-09-07 08:00:00,Delhi,53.2,54.2,41.3
2026-09-07 09:00:00,Delhi,41.3,43.0,31.7
2026-09-07 10:00:00,Delhi,41.0,43.9,23.3
2026-09-07 11:00:00,Delhi,43.8,47.5,16.8
2026-09-07 12:00:00,Delhi,45.8,50.1,12.5
2026-09-07 13:00:00,Delhi,47.6,52.3,10.1
2026-09-07 14:00:00,Delhi,49.6,54.4,9.8
2026-09-07 15:00:00,Delhi,48.9,53.8,9.3
2026-09-07 16:00:00,Delhi,48.8,54.6,10.8
2026-09-07 17:00:00,Delhi,50.8,57.0,21.3
2026-09-07 18:00:00,Delhi,65.9,71.0,48.0
2026-09-07 19:00:00,Delhi,83.4,88.9,83.7
2026-09-07 20:00:00,Delhi,105.5,111.3,114.0
2026-09-07 21:00:00,Delhi,131.3,137.4,135.3
2026-09-07 22:00:00,Delhi,156.5,162.5,151.2
2026-09-07 23:00:00,Delhi,170.0,176.0,158.5
2026-09-08 00:00:00,Delhi,168.6,175.1,153.2
2026-09-08 01:00:00,Delhi,158.8,165.8,139.2
2026-09-08 02:00:00,Delhi,149.9,156.9,125.0
2026-09-08 03:00:00,Delhi,142.5,149.9,113.9
2026-09-08 04:00:00,Delhi,136.9,145.8,102.6
2026-09-08 05:00:00,Delhi,132.7,142.0,90.2
2026-09-08 06:00:00,Delhi,129.9,139.7,75.7
2026-09-08 07:00:00,Delhi,115.9,125.7,60.0
2026-09-08 08:00:00,Delhi,77.1,94.1,45.2
2026-09-08 09:00:00,Delhi,51.8,74.3,30.9
2026-09-08 10:00:00,Delhi,48.0,71.5,17.4
2026-09-08 11:00:00,Delhi,48.1,73.6,7.9
2026-09-08 12:00:00,Delhi,46.8,76.4,3.9
2026-09-08 13:00:00,Delhi,45.8,85.0,3.8
2026-09-08 14:00:00,Delhi,45.1,98.0,5.9
2026-09-08 15:00:00,Delhi,50.2,144.4,9.9
2026-09-08 16:00:00,Delhi,58.3,196.0,16.1
2026-09-08 17:00:00,Delhi,67.3,209.5,24.1
2026-09-08 18:00:00,Delhi,77.8,218.4,35.5
2026-09-08 19:00:00,Delhi,86.8,231.4,48.7
2026-09-08 20:00:00,Delhi,95.7,257.0,58.5
2026-09-08 21:00:00,Delhi,104.1,286.8,61.8
2026-09-08 22:00:00,Delhi,112.7,309.2,61.8
2026-09-08 23:00:00,Delhi,122.5,332.5,62.6
2026-09-09 00:00:00,Delhi,131.3,347.4,66.8
2026-09-09 01:00:00,Delhi,135.5,340.9,71.9
2026-09-09 02:00:00,Delhi,132.7,324.1,74.5
2026-09-09 03:00:00,Delhi,128.1,317.6,73.1
2026-09-09 04:00:00,Delhi,124.3,317.6,69.2
2026-09-09 05:00:00,Delhi,120.1,312.0,63.9
2026-09-09 06:00:00,Delhi,117.3,305.5,57.3
2026-09-09 07:00:00,Delhi,107.8,254.3,49.3
2026-09-09 08:00:00,Delhi,91.3,268.2,40.4
2026-09-09 09:00:00,Delhi,83.1,275.7,29.6
2026-09-09 10:00:00,Delhi,82.4,286.8,18.1
2026-09-09 11:00:00,Delhi,83.8,296.2,9.6
2026-09-09 12:00:00,Delhi,84.3,296.2,5.3
