timestamp,city,pm25,pm10,no2
2026-06-06 00:00:00,Delhi,77.8,162.5,53.1
2026-06-06 01:00:00,Delhi,78.0,168.1,49.9
2026-06-06 02:00:00,Delhi,79.9,168.6,47.8
2026-06-06 03:00:00,Delhi,82.0,170.9,48.7
2026-06-06 04:00:00,Delhi,84.1,175.6,50.6
2026-06-06 05:00:00,Delhi,131.8,306.4,79.8
2026-06-06 06:00:00,Delhi,131.8,285.9,68.1
2026-06-06 07:00:00,Delhi,118.5,314.8,51.7
2026-06-06 08:00:00,Delhi,112.5,346.5,36.6
2026-06-06 09:00:00,Delhi,99.0,346.5,24.5
2026-06-06 10:00:00,Delhi,87.5,350.2,13.8
2026-06-06 11:00:00,Delhi,79.6,335.3,6.2
2026-06-06 12:00:00,Delhi,72.9,299.9,3.1
2026-06-06 13:00:00,Delhi,67.3,274.7,3.1
2026-06-06 14:00:00,Delhi,64.3,268.2,4.1
2026-06-06 15:00:00,Delhi,64.7,290.6,4.5
2026-06-06 16:00:00,Delhi,61.5,265.4,6.0
2026-06-06 17:00:00,Delhi,53.0,210.0,9.9
2026-06-06 18:00:00,Delhi,59.0,204.4,23.5
2026-06-06 19:00:00,Delhi,69.4,214.7,42.5
2026-06-06 20:00:00,Delhi,81.3,222.1,58.9
2026-06-06 21:00:00,Delhi,91.5,234.2,70.6
2026-06-06 22:00:00,Delhi,97.6,248.7,79.6
2026-06-06 23:00:00,Delhi,99.9,269.2,84.4
2026-06-07 00:00:00,Delhi,100.8,294.3,82.6
2026-06-07 01:00:00,Delhi,102.0,304.5,76.4
2026-06-07 02:00:00,Delhi,100.8,286.8,71.2
2026-06-07 03:00:00,Delhi,98.3,266.4,69.9
2026-06-07 04:00:00,Delhi,97.8,253.3,69.5
2026-06-07 05:00:00,Delhi,145.8,648.2,20.0
2026-06-07 06:00:00,Delhi,146.2,646.3,18.7
2026-06-07 07:00:00,Delhi,144.8,629.6,16.8
2026-06-07 08:00:00,Delhi,135.5,638.9,14.5
2026-06-07 09:00:00,Delhi,117.6,547.6,11.3
2026-06-07 10:00:00,Delhi,104.1,482.4,7.6
2026-06-07 11:00:00,Delhi,90.3,385.6,4.8
2026-06-07 12:00:00,Delhi,84.3,377.2,3.4
2026-06-07 13:00:00,Delhi,76.8,327.8,2.9
2026-06-07 14:00:00,Delhi,73.6,318.5,3.1
